crate_name,input_data,output_data,task_category
strsim,"{""code"": ""pub fn normalized_levenshtein(a: &str, b: &str) -> f64 {\n    if a.is_empty() && b.is_empty() {\n        return 1.0;\n    }\n    1.0 - (levenshtein(a, b) as f64) / (a.chars().count().max(b.chars().count()) as f64)\n}"", ""code_context"": ""pub fn levenshtein(a: &str, b: &str) -> usize {\n    generic_levenshtein(&StringWrapper(a), &StringWrapper(b))\n}\n\nstruct StringWrapper<'a>(&'a str);\n\nimpl<'a, 'b> std::iter::IntoIterator for &'a StringWrapper<'b> {\n    type Item = char;\n    type IntoIter = std::str::Chars<'b>;\n\n    fn into_iter(self) -> Self::IntoIter {\n        self.0.chars()\n    }\n}\n\npub fn generic_levenshtein<'a, 'b, Iter1, Iter2, Elem1, Elem2>(a: &'a Iter1, b: &'b Iter2) -> usize\nwhere\n    &'a Iter1: IntoIterator<Item = Elem1>,\n    &'b Iter2: IntoIterator<Item = Elem2>,\n    Elem1: PartialEq<Elem2>,\n{\n    let b_len = b.into_iter().count();\n\n    let mut cache: Vec<usize> = (1..b_len + 1).collect();\n\n    let mut result = b_len;\n\n    for (i, a_elem) in a.into_iter().enumerate() {\n        result = i + 1;\n        let mut distance_b = i;\n\n        for (j, b_elem) in b.into_iter().enumerate() {\n            let cost = usize::from(a_elem != b_elem);\n            let distance_a = distance_b + cost;\n            distance_b = cache[j];\n            result = std::cmp::min(result + 1, std::cmp::min(distance_a, distance_b + 1));\n            cache[j] = result;\n        }\n    }\n\n    result\n}""}","{""docstring"": ""Calculates a normalized score of the Levenshtein algorithm between 0.0 and 1.0 (inclusive), where 1.0 means the strings are the same.\n\n```rust\nuse strsim::normalized_levenshtein;\n\nassert!((normalized_levenshtein(\""kitten\"", \""sitting\"") - 0.57142).abs() < 0.00001);\nassert!((normalized_levenshtein(\""\"", \""\"") - 1.0).abs() < 0.00001);\nassert!(normalized_levenshtein(\""\"", \""second\"").abs() < 0.00001);\nassert!(normalized_levenshtein(\""first\"", \""\"").abs() < 0.00001);\nassert!((normalized_levenshtein(\""string\"", \""string\"") - 1.0).abs() < 0.00001);\n```""}",docstring_generation
strsim,"{""code"": ""pub fn sorensen_dice(a: &str, b: &str) -> f64 {\n    let a: String = a.chars().filter(|&x| !char::is_whitespace(x)).collect();\n    let b: String = b.chars().filter(|&x| !char::is_whitespace(x)).collect();\n\n    if a == b {\n        return 1.0;\n    }\n\n    if a.len() < 2 || b.len() < 2 {\n        return 0.0;\n    }\n\n    let mut a_bigrams: HashMap<(char, char), usize> = HashMap::new();\n\n    for bigram in bigrams(&a) {\n        *a_bigrams.entry(bigram).or_insert(0) += 1;\n    }\n\n    let mut intersection_size = 0_usize;\n\n    for bigram in bigrams(&b) {\n        a_bigrams.entry(bigram).and_modify(|bi| {\n            if *bi > 0 {\n                *bi -= 1;\n                intersection_size += 1;\n            }\n        });\n    }\n\n    (2 * intersection_size) as f64 / (a.len() + b.len() - 2) as f64\n}"", ""code_context"": ""fn bigrams(s: &str) -> impl Iterator<Item = (char, char)> + '_ {\n    s.chars().zip(s.chars().skip(1))\n}\n\nuse std::collections::HashMap;""}","{""docstring"": ""Calculates a Sørensen-Dice similarity distance using bigrams. See <https://en.wikipedia.org/wiki/S%C3%B8rensen%E2%80%93Dice_coefficient>.\n\n```rust\nuse strsim::sorensen_dice;\n\nassert_eq!(1.0, sorensen_dice(\""\"", \""\""));\nassert_eq!(0.0, sorensen_dice(\""\"", \""a\""));\nassert_eq!(0.0, sorensen_dice(\""french\"", \""quebec\""));\nassert_eq!(1.0, sorensen_dice(\""ferris\"", \""ferris\""));\nassert_eq!(0.8888888888888888, sorensen_dice(\""feris\"", \""ferris\""));\n```""}",docstring_generation
memoffset,"{""query"": ""How can I get the byte offset of a struct field using the memoffset crate?"", ""code_context"": null}","{""code_snippet"": ""use memoffset::offset_of;\n\n#[repr(C)]\nstruct Header {\n    id: u32,\n    length: u16,\n    flags: u8,\n}\n\nfn main() {\n    let offset = offset_of!(Header, length);\n    println!(\""Offset of length: {}\"", offset);\n}""}",code_search
memoffset,"{""query"": ""How do I obtain the span of a field in a packed struct with memoffset?"", ""code_context"": null}","{""code_snippet"": ""use memoffset::span_of;\n\n#[repr(C, packed)]\nstruct Packet {\n    start: u8,\n    payload: [u8; 128],\n    checksum: u16,\n}\n\nfn main() {\n    let range = span_of!(Packet, payload);\n    println!(\""Payload span: {:?} bytes\"", range);\n}""}",code_search
memoffset,"{""query"": ""How can I calculate the offset of a field in a tuple struct using memoffset?"", ""code_context"": ""#[repr(C)]\nstruct Point(i32, i32);""}","{""code_snippet"": ""use memoffset::offset_of_tuple;\n\nfn main() {\n    let offset = offset_of_tuple!(Point, 1);\n    println!(\""Offset of y: {}\"", offset);\n}""}",code_search
memoffset,"{""query"": ""How do I get the offset of a member in a C-repr union using memoffset?"", ""code_context"": ""#[repr(C)]\nunion Data {\n    i: u32,\n    f64: f64,\n    bytes: [u8; 8],\n}""}","{""code_snippet"": ""use memoffset::offset_of_union;\n\nfn main() {\n    let offset = offset_of_union!(Data, f64);\n    println!(\""Offset of f64: {}\"", offset);\n}""}",code_search
strsim,"{""code_before"": ""pub fn generic_hamming<Iter1, Iter2, Elem1, Elem2>(a: Iter1, b: Iter2) -> HammingResult\nwhere\n    Iter1: IntoIterator<Item = Elem1>,\n    Iter2: IntoIterator<Item = Elem2>,\n    Elem1: PartialEq<Elem2>,\n{\n    let (mut ita, mut itb) = (a.into_iter(), b.into_iter());\n    let mut count = 0;\n    loop {\n        match (ita.next(), itb.next()) {\n            (Some(x), Some(y)) => {\n                if x != y {\n                    count += 1;\n                }\n            }\n            (None, None) => return Ok(count),\n            _ => return Err(StrSimError::DifferentLengthArgs),\n        }\n    }\n}"", ""code_context"": ""use std::char;\nuse std::collections::HashMap;\n\n#[derive(Debug, PartialEq)]\npub enum StrSimError { DifferentLengthArgs }\n\nimpl std::fmt::Display for StrSimError {\n    fn fmt(&self, fmt: &mut std::fmt::Formatter<'_>) -> std::fmt::Result {\n        let text = match self { StrSimError::DifferentLengthArgs => \""Differing length arguments provided\"", };\n        write!(fmt, \""{}\"", text)\n    }\n}\n\nimpl std::error::Error for StrSimError {}\n\npub type HammingResult = Result<usize, StrSimError>;\n\nfn bigrams(s: &str) -> impl Iterator<Item = (char, char)> + '_ {\n    s.chars().zip(s.chars().skip(1))\n}\n\nfn generic_levenshtein<'a, 'b, Iter1, Iter2, Elem1, Elem2>(a: &'a Iter1, b: &'b Iter2) -> usize\nwhere\n    &'a Iter1: IntoIterator<Item = Elem1>,\n    &'b Iter2: IntoIterator<Item = Elem2>,\n    Elem1: PartialEq<Elem2>,\n{\n    0\n}\n\nfn levenshtein(a: &str, b: &str) -> usize {\n    generic_levenshtein(&StringWrapper(a), &StringWrapper(b))\n}\n\nstruct StringWrapper<'a>(&'a str);\nimpl<'a, 'b> IntoIterator for &'a StringWrapper<'b> {\n    type Item = char;\n    type IntoIter = std::str::Chars<'b>;\n    fn into_iter(self) -> Self::IntoIter { self.0.chars() }\n}""}","{""code_after"": ""pub fn generic_hamming<Iter1, Iter2, Elem1, Elem2>(a: Iter1, b: Iter2) -> HammingResult\nwhere\n    Iter1: IntoIterator<Item = Elem1>,\n    Iter2: IntoIterator<Item = Elem2>,\n    Elem1: PartialEq<Elem2>,\n{\n    let mut ita = a.into_iter();\n    let mut itb = b.into_iter();\n    let mut count = 0;\n    for (x, y) in ita.by_ref().zip(itb.by_ref()) {\n        if x != y {\n            count += 1;\n        }\n    }\n    if ita.next().is_some() || itb.next().is_some() {\n        Err(StrSimError::DifferentLengthArgs)\n    } else {\n        Ok(count)\n    }\n}"", ""review_comment"": ""Replaced the manual loop with a zip iterator, making the logic clearer and reducing boilerplate. The post‑loop length check now uses iterator state to detect mismatched lengths, improving readability without changing behavior.""}",code_review
strsim,"{""code_before"": ""pub fn sorensen_dice(a: &str, b: &str) -> f64 {\n    let a: String = a.chars().filter(|&x| !char::is_whitespace(x)).collect();\n    let b: String = b.chars().filter(|&x| !char::is_whitespace(x)).collect();\n\n    if a == b {\n        return 1.0;\n    }\n\n    if a.len() < 2 || b.len() < 2 {\n        return 0.0;\n    }\n\n    let mut a_bigrams: HashMap<(char, char), usize> = HashMap::new();\n\n    for bigram in bigrams(&a) {\n        *a_bigrams.entry(bigram).or_insert(0) += 1;\n    }\n\n    let mut intersection_size = 0_usize;\n\n    for bigram in bigrams(&b) {\n        a_bigrams.entry(bigram).and_modify(|bi| {\n            if *bi > 0 {\n                *bi -= 1;\n                intersection_size += 1;\n            }\n        });\n    }\n\n    (2 * intersection_size) as f64 / (a.len() + b.len() - 2) as f64\n}"", ""code_context"": ""use std::char;\nuse std::collections::HashMap;\n\n#[derive(Debug, PartialEq)]\npub enum StrSimError { DifferentLengthArgs }\n\nimpl std::fmt::Display for StrSimError {\n    fn fmt(&self, fmt: &mut std::fmt::Formatter<'_>) -> std::fmt::Result {\n        let text = match self { StrSimError::DifferentLengthArgs => \""Differing length arguments provided\"", };\n        write!(fmt, \""{}\"", text)\n    }\n}\n\nimpl std::error::Error for StrSimError {}\n\npub type HammingResult = Result<usize, StrSimError>;\n\nfn bigrams(s: &str) -> impl Iterator<Item = (char, char)> + '_ {\n    s.chars().zip(s.chars().skip(1))\n}\n\nfn generic_levenshtein<'a, 'b, Iter1, Iter2, Elem1, Elem2>(a: &'a Iter1, b: &'b Iter2) -> usize\nwhere\n    &'a Iter1: IntoIterator<Item = Elem1>,\n    &'b Iter2: IntoIterator<Item = Elem2>,\n    Elem1: PartialEq<Elem2>,\n{\n    0\n}\n\nfn levenshtein(a: &str, b: &str) -> usize {\n    generic_levenshtein(&StringWrapper(a), &StringWrapper(b))\n}\n\nstruct StringWrapper<'a>(&'a str);\nimpl<'a, 'b> IntoIterator for &'a StringWrapper<'b> {\n    type Item = char;\n    type IntoIter = std::str::Chars<'b>;\n    fn into_iter(self) -> Self::IntoIter { self.0.chars() }\n}""}","{""code_after"": ""pub fn sorensen_dice(a: &str, b: &str) -> f64 {\n    let a_chars: Vec<char> = a.chars().filter(|c| !c.is_whitespace()).collect();\n    let b_chars: Vec<char> = b.chars().filter(|c| !c.is_whitespace()).collect();\n\n    if a_chars == b_chars {\n        return 1.0;\n    }\n\n    if a_chars.len() < 2 || b_chars.len() < 2 {\n        return 0.0;\n    }\n\n    let mut a_bigrams: HashMap<(char, char), usize> = HashMap::new();\n\n    for i in 0..a_chars.len() - 1 {\n        let bigram = (a_chars[i], a_chars[i + 1]);\n        *a_bigrams.entry(bigram).or_insert(0) += 1;\n    }\n\n    let mut intersection_size = 0_usize;\n\n    for i in 0..b_chars.len() - 1 {\n        let bigram = (b_chars[i], b_chars[i + 1]);\n        if let Some(count) = a_bigrams.get_mut(&bigram) {\n            if *count > 0 {\n                *count -= 1;\n                intersection_size += 1;\n            }\n        }\n    }\n\n    (2 * intersection_size) as f64 / (a_chars.len() + b_chars.len() - 2) as f64\n}"", ""review_comment"": ""Switched from allocating two intermediate `String`s to `Vec<char>` buffers, eliminating unnecessary UTF‑8 to UTF‑8 conversions. The bigram loops now work directly on the character vectors, reducing heap allocations and improving cache locality.""}",code_review
strsim,"{""code_before"": ""pub fn normalized_levenshtein(a: &str, b: &str) -> f64 {\n    if a.is_empty() && b.is_empty() {\n        return 1.0;\n    }\n    1.0 - (levenshtein(a, b) as f64) / (a.chars().count().max(b.chars().count()) as f64)\n}"", ""code_context"": ""use std::char;\nuse std::collections::HashMap;\n\n#[derive(Debug, PartialEq)]\npub enum StrSimError { DifferentLengthArgs }\n\nimpl std::fmt::Display for StrSimError {\n    fn fmt(&self, fmt: &mut std::fmt::Formatter<'_>) -> std::fmt::Result {\n        let text = match self { StrSimError::DifferentLengthArgs => \""Differing length arguments provided\"", };\n        write!(fmt, \""{}\"", text)\n    }\n}\n\nimpl std::error::Error for StrSimError {}\n\npub type HammingResult = Result<usize, StrSimError>;\n\nfn bigrams(s: &str) -> impl Iterator<Item = (char, char)> + '_ {\n    s.chars().zip(s.chars().skip(1))\n}\n\nfn generic_levenshtein<'a, 'b, Iter1, Iter2, Elem1, Elem2>(a: &'a Iter1, b: &'b Iter2) -> usize\nwhere\n    &'a Iter1: IntoIterator<Item = Elem1>,\n    &'b Iter2: IntoIterator<Item = Elem2>,\n    Elem1: PartialEq<Elem2>,\n{\n    0\n}\n\nfn levenshtein(a: &str, b: &str) -> usize {\n    generic_levenshtein(&StringWrapper(a), &StringWrapper(b))\n}\n\nstruct StringWrapper<'a>(&'a str);\nimpl<'a, 'b> IntoIterator for &'a StringWrapper<'b> {\n    type Item = char;\n    type IntoIter = std::str::Chars<'b>;\n    fn into_iter(self) -> Self::IntoIter { self.0.chars() }\n}""}","{""code_after"": ""pub fn normalized_levenshtein(a: &str, b: &str) -> f64 {\n    if a.is_empty() && b.is_empty() {\n        return 1.0;\n    }\n    let max_len = a.chars().count().max(b.chars().count()) as f64;\n    1.0 - (levenshtein(a, b) as f64) / max_len\n}"", ""review_comment"": ""Cached the maximum length in a local variable to avoid calling `chars().count()` twice, which reduces redundant iteration over the input strings and slightly improves performance.""}",code_review
strsim,"{""code"": ""let mut flags_memory = vec![false; a_len + b_len];"", ""code_context"": ""pub fn generic_jaro<'a, 'b, Iter1, Iter2, Elem1, Elem2>(a: &'a Iter1, b: &'b Iter2) -> f64\nwhere\n    &'a Iter1: IntoIterator<Item = Elem1>,\n    &'b Iter2: IntoIterator<Item = Elem2>,\n    Elem1: PartialEq<Elem2>,\n{\n    let a_len = a.into_iter().count();\n    let b_len = b.into_iter().count();\n\n    if a_len == 0 && b_len == 0 {\n        return 1.0;\n    } else if a_len == 0 || b_len == 0 {\n        return 0.0;\n    }\n\n    let mut search_range = std::cmp::max(a_len, b_len) / 2;\n    search_range = search_range.saturating_sub(1);\n\n    // combine memory allocations to reduce runtime\n    let mut flags_memory = vec![false; a_len + b_len];\n    let (a_flags, b_flags) = flags_memory.split_at_mut(a_len);\n\n    let mut matches = 0_usize;\n\n    for (i, a_elem) in a.into_iter().enumerate() {\n        let min_bound = if i > search_range { i - search_range } else { 0 };\n        let max_bound = std::cmp::min(b_len, i + search_range + 1);\n        for (j, b_elem) in b.into_iter().enumerate().take(max_bound) {\n            if min_bound <= j && a_elem == b_elem && !b_flags[j] {\n                a_flags[i] = true;\n                b_flags[j] = true;\n                matches += 1;\n                break;\n            }\n        }\n    }\n\n    let mut transpositions = 0_usize;\n    if matches != 0 {\n        let mut b_iter = b_flags.iter().zip(b);\n        for (a_flag, ch1) in a_flags.iter().zip(a) {\n            if *a_flag {\n                loop {\n                    if let Some((b_flag, ch2)) = b_iter.next() {\n                        if !*b_flag {\n                            continue;\n                        }\n                        if ch1 != ch2 {\n                            transpositions += 1;\n                        }\n                        break;\n                    }\n                }\n            }\n        }\n    }\n    transpositions /= 2;\n\n    if matches == 0 {\n        0.0\n    } else {\n        ((matches as f64 / a_len as f64)\n            + (matches as f64 / b_len as f64)\n            + ((matches - transpositions) as f64 / matches as f64))\n            / 3.0\n    }\n}""}","{""commented_code"": ""let mut flags_memory = vec![false; a_len + b_len]; // combine memory allocations to reduce runtime""}",comment_generation
strsim,"{""code"": ""let mut transpositions = 0_usize;\nif matches != 0 {\n    let mut b_iter = b_flags.iter().zip(b);\n    for (a_flag, ch1) in a_flags.iter().zip(a) {\n        if *a_flag {\n            loop {\n                if let Some((b_flag, ch2)) = b_iter.next() {\n                    if !*b_flag {\n                        continue;\n                    }\n\n                    if ch1 != ch2 {\n                        transpositions += 1;\n                    }\n                    break;\n                }\n            }\n        }\n    }\n}\ntranspositions /= 2;"", ""code_context"": ""pub fn generic_jaro<'a, 'b, Iter1, Iter2, Elem1, Elem2>(a: &'a Iter1, b: &'b Iter2) -> f64\nwhere\n    &'a Iter1: IntoIterator<Item = Elem1>,\n    &'b Iter2: IntoIterator<Item = Elem2>,\n    Elem1: PartialEq<Elem2>,\n{\n    let a_len = a.into_iter().count();\n    let b_len = b.into_iter().count();\n\n    if a_len == 0 && b_len == 0 {\n        return 1.0;\n    } else if a_len == 0 || b_len == 0 {\n        return 0.0;\n    }\n\n    let mut search_range = std::cmp::max(a_len, b_len) / 2;\n    search_range = search_range.saturating_sub(1);\n\n    let mut flags_memory = vec![false; a_len + b_len];\n    let (a_flags, b_flags) = flags_memory.split_at_mut(a_len);\n\n    let mut matches = 0_usize;\n\n    for (i, a_elem) in a.into_iter().enumerate() {\n        let min_bound = if i > search_range { i - search_range } else { 0 };\n        let max_bound = std::cmp::min(b_len, i + search_range + 1);\n        for (j, b_elem) in b.into_iter().enumerate().take(max_bound) {\n            if min_bound <= j && a_elem == b_elem && !b_flags[j] {\n                a_flags[i] = true;\n                b_flags[j] = true;\n                matches += 1;\n                break;\n            }\n        }\n    }\n\n    // transpositions block will be inserted here in the data point\n    // ...\n\n    if matches == 0 {\n        0.0\n    } else {\n        ((matches as f64 / a_len as f64)\n            + (matches as f64 / b_len as f64)\n            + ((matches - transpositions) as f64 / matches as f64))\n            / 3.0\n    }\n}""}","{""commented_code"": ""let mut transpositions = 0_usize; // Count transpositions\nif matches != 0 { // Only compute when there are matches\n    let mut b_iter = b_flags.iter().zip(b); // Iterate over both flags and characters\n    for (a_flag, ch1) in a_flags.iter().zip(a) {\n        if *a_flag { // Only consider matched positions in a\n            loop {\n                if let Some((b_flag, ch2)) = b_iter.next() {\n                    if !*b_flag { // Skip unmatched positions in b\n                        continue;\n                    }\n\n                    if ch1 != ch2 { // Different characters indicate a transposition\n                        transpositions += 1; // Increment transposition count\n                    }\n                    break;\n                }\n            }\n        }\n    }\n}\ntranspositions /= 2; // Divide by 2 since each transposition is counted twice""}",comment_generation
strsim,"{""code"": ""prev_distances[b_len]"", ""code_context"": ""pub fn osa_distance(a: &str, b: &str) -> usize {\n    let b_len = b.chars().count();\n    let mut prev_two_distances: Vec<usize> = (0..b_len + 1).collect();\n    let mut prev_distances: Vec<usize> = (0..b_len + 1).collect();\n    let mut curr_distances: Vec<usize> = vec![0; b_len + 1];\n\n    let mut prev_a_char = std::char::MAX;\n    let mut prev_b_char = std::char::MAX;\n\n    for (i, a_char) in a.chars().enumerate() {\n        curr_distances[0] = i + 1;\n\n        for (j, b_char) in b.chars().enumerate() {\n            let cost = usize::from(a_char != b_char);\n            curr_distances[j + 1] = std::cmp::min(\n                curr_distances[j] + 1,\n                std::cmp::min(prev_distances[j + 1] + 1, prev_distances[j] + cost),\n            );\n            if i > 0 && j > 0 && a_char != b_char && a_char == prev_b_char && b_char == prev_a_char {\n                curr_distances[j + 1] = std::cmp::min(curr_distances[j + 1], prev_two_distances[j - 1] + 1);\n            }\n\n            prev_b_char = b_char;\n        }\n\n        std::mem::swap(&mut prev_two_distances, &mut prev_distances);\n        std::mem::swap(&mut prev_distances, &mut curr_distances);\n        prev_a_char = a_char;\n    }\n\n    // access prev_distances instead of curr_distances since we swapped\n    // them above. In case a is empty this would still contain the correct value\n    // from initializing the last element to b_len\n    prev_distances[b_len]\n}""}","{""commented_code"": ""prev_distances[b_len] // access prev_distances instead of curr_distances since we swapped them above""}",comment_generation
slab,"{""code_before"": ""pub fn reserve(&mut self, additional: usize) {\n    if self.capacity() - self.len >= additional {\n        return;\n    }\n    let need_add = additional - (self.entries.len() - self.len);\n    self.entries.reserve(need_add);\n}"", ""code_context"": ""use alloc::vec::Vec;\n\npub struct Slab<T> {\n    entries: Vec<Entry<T>>,\n    len: usize,\n    next: usize,\n}\n\nimpl<T> Slab<T> {\n    pub fn capacity(&self) -> usize {\n        self.entries.capacity()\n    }\n}\n\nenum Entry<T> {\n    Vacant(usize),\n    Occupied(T),\n}""}","{""rationale"": ""Using `saturating_sub` prevents potential underflow when calculating the additional capacity needed, making the method safer without changing its behavior."", ""code_after"": ""pub fn reserve(&mut self, additional: usize) {\n    if self.capacity() - self.len >= additional {\n        return;\n    }\n    let need_add = additional.saturating_sub(self.entries.len() - self.len);\n    self.entries.reserve(need_add);\n}""}",code_refactoring
slab,"{""code_before"": ""pub fn try_remove(&mut self, key: usize) -> Option<T> {\n    if let Some(entry) = self.entries.get_mut(key) {\n        let prev = core::mem::replace(entry, Entry::Vacant(self.next));\n        match prev {\n            Entry::Occupied(val) => {\n                self.len -= 1;\n                self.next = key;\n                return val.into();\n            }\n            _ => {\n                *entry = prev;\n            }\n        }\n    }\n    None\n}"", ""code_context"": ""use alloc::vec::Vec;\n\npub struct Slab<T> {\n    entries: Vec<Entry<T>>,\n    len: usize,\n    next: usize,\n}\n\nenum Entry<T> {\n    Vacant(usize),\n    Occupied(T),\n}""}","{""rationale"": ""Replacing the `match` with an `if let` eliminates an unnecessary branch and the explicit `return`, resulting in clearer control flow and avoiding the superfluous `Into` conversion."", ""code_after"": ""pub fn try_remove(&mut self, key: usize) -> Option<T> {\n    if let Some(entry) = self.entries.get_mut(key) {\n        let prev = core::mem::replace(entry, Entry::Vacant(self.next));\n        if let Entry::Occupied(val) = prev {\n            self.len -= 1;\n            self.next = key;\n            Some(val)\n        } else {\n            *entry = prev;\n            None\n        }\n    } else {\n        None\n    }\n}""}",code_refactoring
slab,"{""code_before"": ""fn next_back(&mut self) -> Option<Self::Item> {\n    while let Some((key, entry)) = self.entries.next_back() {\n        if let Entry::Occupied(v) = entry {\n            self.len -= 1;\n            return Some((key, v));\n        }\n    }\n    debug_assert_eq!(self.len, 0);\n    None\n}"", ""code_context"": ""use core::iter;\nuse alloc::vec::Vec;\n\npub struct IntoIter<T> {\n    entries: iter::Enumerate<vec::IntoIter<Entry<T>>>,\n    len: usize,\n}\n\nenum Entry<T> {\n    Vacant(usize),\n    Occupied(T),\n}""}","{""rationale"": ""Using `and_then` with the iterator removes the explicit loop and early return, making the implementation more concise and idiomatic."", ""code_after"": ""fn next_back(&mut self) -> Option<Self::Item> {\n    self.entries.next_back().and_then(|(key, entry)| {\n        if let Entry::Occupied(v) = entry {\n            self.len -= 1;\n            Some((key, v))\n        } else {\n            None\n        }\n    })\n}""}",code_refactoring
http-body,"{""code"": ""pub struct Frame<T> {\n    kind: Kind<T>,\n}"", ""code_context"": ""use http::HeaderMap;\n\nenum Kind<T> {\n    Data(T),\n    Trailers(HeaderMap),\n}""}","{""docstring"": ""A frame of any kind related to an HTTP stream (body).""}",docstring_generation
http-body,"{""code"": ""#[derive(Debug, Default, Clone)]\npub struct SizeHint {\n    lower: u64,\n    upper: Option<u64>,\n}"", ""code_context"": null}","{""docstring"": ""A `Body` size hint""}",docstring_generation
http-body,"{""code"": ""pub trait Body {\n    type Data: Buf;\n    type Error;\n\n    fn poll_frame(\n        self: Pin<&mut Self>,\n        cx: &mut Context<'_>,\n    ) -> Poll<Option<Result<Frame<Self::Data>, Self::Error>>>;\n\n    fn is_end_stream(&self) -> bool {\n        false\n    }\n\n    fn size_hint(&self) -> SizeHint {\n        SizeHint::default()\n    }\n}"", ""code_context"": ""use http::HeaderMap;\n\nenum Kind<T> {\n    Data(T),\n    Trailers(HeaderMap),\n}\n\npub struct Frame<T> {\n    kind: Kind<T>,\n}\n\n#[derive(Debug, Default, Clone)]\npub struct SizeHint {\n    lower: u64,\n    upper: Option<u64>,\n}""}","{""docstring"": ""Trait representing a streaming body of a Request or Response.""}",docstring_generation
http-body,"{""code"": ""pub struct Channel<D, E = std::convert::Infallible> {\n    rx_frame: mpsc::Receiver<Frame<D>>,\n    #[pin]\n    rx_error: oneshot::Receiver<E>,\n}"", ""code_context"": ""use http::HeaderMap;\n\nenum Kind<T> {\n    Data(T),\n    Trailers(HeaderMap),\n}\n\npub struct Frame<T> {\n    kind: Kind<T>,\n}""}","{""docstring"": ""A body backed by a channel.""}",docstring_generation
slab,"{""code"": ""pub(crate) fn pair(&mut self, key: usize, value: T) {\n    let slab = &mut self.slab;\n    if key < slab.entries.len() {\n        if let Entry::Vacant(_) = slab.entries[key] {\n            self.vacant_list_broken = true;\n            slab.len += 1;\n        }\n        slab.entries[key] = Entry::Occupied(value);\n    } else {\n        if self.first_vacant_index.is_none() && slab.entries.len() < key {\n            self.first_vacant_index = Some(slab.entries.len());\n        }\n        while slab.entries.len() < key {\n            let next = slab.next;\n            slab.next = slab.entries.len();\n            slab.entries.push(Entry::Vacant(next));\n        }\n        slab.entries.push(Entry::Occupied(value));\n        slab.len += 1;\n    }\n}"", ""code_context"": ""use std::vec::Vec;\n\nenum Entry<T> {\n    Vacant(usize),\n    Occupied(T),\n}\n\npub struct Slab<T> {\n    entries: Vec<Entry<T>>,\n    len: usize,\n    next: usize,\n}\n\npub struct Builder<T> {\n    slab: Slab<T>,\n    vacant_list_broken: bool,\n    first_vacant_index: Option<usize>,\n}\n\nimpl<T> Builder<T> {\n    // other methods omitted for brevity\n}""}","{""commented_code"": ""pub(crate) fn pair(&mut self, key: usize, value: T) {\n    let slab = &mut self.slab;\n    if key < slab.entries.len() {\n        // iterator is not sorted, might need to recreate vacant list\n        if let Entry::Vacant(_) = slab.entries[key] {\n            self.vacant_list_broken = true;\n            slab.len += 1;\n        }\n        // if an element with this key already exists, replace it.\n        // This is consistent with HashMap and BtreeMap\n        slab.entries[key] = Entry::Occupied(value);\n    } else {\n        if self.first_vacant_index.is_none() && slab.entries.len() < key {\n            self.first_vacant_index = Some(slab.entries.len());\n        }\n        // insert holes as necessary\n        while slab.entries.len() < key {\n            // add the entry to the start of the vacant list\n            let next = slab.next;\n            slab.next = slab.entries.len();\n            slab.entries.push(Entry::Vacant(next));\n        }\n        slab.entries.push(Entry::Occupied(value));\n        slab.len += 1;\n    }\n}""}",comment_generation
slab,"{""code"": ""pub fn shrink_to_fit(&mut self) {\n    let len_before = self.entries.len();\n    while let Some(&Entry::Vacant(_)) = self.entries.last() {\n        self.entries.pop();\n    }\n    if self.entries.len() != len_before {\n        self.recreate_vacant_list();\n    }\n    self.entries.shrink_to_fit();\n}"", ""code_context"": ""use std::vec::Vec;\n\nenum Entry<T> {\n    Vacant(usize),\n    Occupied(T),\n}\n\npub struct Slab<T> {\n    entries: Vec<Entry<T>>,\n    len: usize,\n    next: usize,\n}\n\nimpl<T> Slab<T> {\n    fn recreate_vacant_list(&mut self) {\n        // implementation omitted for brevity\n    }\n    // shrink_to_fit method defined above\n}""}","{""commented_code"": ""pub fn shrink_to_fit(&mut self) {\n    // Remove all vacant entries after the last occupied one, so that\n    // the capacity can be reduced to what is actually needed.\n    let len_before = self.entries.len();\n    while let Some(&Entry::Vacant(_)) = self.entries.last() {\n        self.entries.pop();\n    }\n    // Removing entries breaks the list of vacant entries,\n    // so it must be repaired\n    if self.entries.len() != len_before {\n        self.recreate_vacant_list();\n    }\n    self.entries.shrink_to_fit();\n}""}",comment_generation
